location,OR_treat,OR_lo,OR_hi,base_risk_ref,base_lo,base_hi
midshaft,0.09436853608641478,0.03928343585483843,0.19697901891190084,0.056388744880667044,0.033641791681861204,0.0935388352777631
distal,0.09697380864140359,0.035754848888454205,0.23952777440723788,0.10469550255771617,0.05797208150079193,0.18148104754301264
