location,OR_treat,OR_lo,OR_hi,base_risk_ref,base_lo,base_hi
midshaft,0.0807487202300952,0.03295437568905785,0.17217424824867686,0.045106288421510966,0.023868466115306897,0.08110366366603836
distal,0.07972577158187726,0.027887102784221313,0.19673115070200592,0.09511806391206529,0.0470747264288472,0.17250560433503692
